Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,Url
2012,Osasuna,La Liga,Ibrahima Baldé,SEN,FW,22,1989,22,13,1364,15.2,7,2,7,0,0,2,0,0.46,0.13,0.59,0.46,0.59,https://fbref.com/en/players/573b6680/Ibrahima-Balde
2012,QPR,Premier League,Jamie Mackie,SCO,"FW,MF",25,1985,31,24,2187,24.3,7,2,7,0,0,2,0,0.29,0.08,0.37,0.29,0.37,https://fbref.com/en/players/d0de6b37/Jamie-Mackie
2012,Sunderland,Premier League,Seb Larsson,SWE,MF,26,1985,32,32,2695,29.9,7,2,7,0,1,7,0,0.23,0.07,0.3,0.23,0.3,https://fbref.com/en/players/b26efc36/Seb-Larsson
2012,Valenciennes,Ligue 1,Gaël Danic,FRA,MF,29,1981,34,33,2839,31.5,7,2,4,3,3,2,0,0.22,0.06,0.29,0.13,0.19,https://fbref.com/en/players/5a529d5a/Gael-Danic
2013,Aston Villa,Premier League,Andreas Weimann,AUT,"FW,MF",20,1991,30,26,2242,24.9,7,2,7,0,0,4,0,0.28,0.08,0.36,0.28,0.36,https://fbref.com/en/players/5996ffd9/Andreas-Weimann
2013,Atalanta,Serie A,Giacomo Bonaventura,ITA,MF,22,1989,35,31,2633,29.3,7,2,7,0,0,7,0,0.24,0.07,0.31,0.24,0.31,https://fbref.com/en/players/d995ed27/Giacomo-Bonaventura
2013,Everton,Premier League,Nikica Jelavić,CRO,FW,26,1985,37,26,2427,27,7,2,7,0,0,3,0,0.26,0.07,0.33,0.26,0.33,https://fbref.com/en/players/1a29f38c/Nikica-Jelavic
2013,Hannover 96,Bundesliga,Didier Ya Konan,CIV,"FW,MF",28,1984,28,21,1971,21.9,7,2,7,0,0,4,0,0.32,0.09,0.41,0.32,0.41,https://fbref.com/en/players/1f73c654/Didier-Ya-Konan
2013,Hoffenheim,Bundesliga,Sejad Salihović,BIH,"DF,MF",27,1984,20,14,1272,14.1,7,2,3,4,4,3,2,0.5,0.14,0.64,0.21,0.35,https://fbref.com/en/players/a4e14205/Sejad-Salihovic
2013,Levante,La Liga,Obafemi Martins,NGA,FW,27,1984,21,18,1710,19,7,2,7,0,0,6,0,0.37,0.11,0.47,0.37,0.47,https://fbref.com/en/players/70849fc2/Obafemi-Martins
2013,Napoli,Serie A,Blerim Džemaili,SUI,MF,26,1986,34,19,1965,21.8,7,2,7,0,0,7,0,0.32,0.09,0.41,0.32,0.41,https://fbref.com/en/players/756959aa/Blerim-Dzemaili
2014,Chievo,Serie A,Cyril Théréau,FRA,FW,30,1983,32,28,2360,26.2,7,2,5,2,3,2,0,0.27,0.08,0.34,0.19,0.27,https://fbref.com/en/players/4d3ab428/Cyril-Thereau
2014,Crystal Palace,Premier League,Jason Puncheon,ENG,MF,27,1986,33,28,2419,26.9,7,2,6,1,2,2,0,0.26,0.07,0.33,0.22,0.3,https://fbref.com/en/players/fd3f57ce/Jason-Puncheon
2014,Fulham,Premier League,Steve Sidwell,ENG,MF,30,1982,38,36,3231,35.9,7,2,7,0,1,5,0,0.19,0.06,0.25,0.19,0.25,https://fbref.com/en/players/ed083afd/Steve-Sidwell
2014,Lazio,Serie A,Miroslav Klose,GER,FW,35,1978,25,22,2012,22.4,7,2,7,0,0,2,0,0.31,0.09,0.4,0.31,0.4,https://fbref.com/en/players/5e36a0dd/Miroslav-Klose
2014,Newcastle Utd,Premier League,Yohan Cabaye,FRA,MF,27,1986,19,17,1503,16.7,7,2,7,0,0,5,0,0.42,0.12,0.54,0.42,0.54,https://fbref.com/en/players/ad7b19ef/Yohan-Cabaye
2014,Sochaux,Ligue 1,Cédric Bakambu,COD,FW,22,1991,31,22,2020,22.4,7,2,6,1,1,4,1,0.31,0.09,0.4,0.27,0.36,https://fbref.com/en/players/0af4dcf0/Cedric-Bakambu
2014,Sunderland,Premier League,Fabio Borini,ITA,"FW,MF",22,1991,32,25,2142,23.8,7,2,4,3,3,6,0,0.29,0.08,0.38,0.17,0.25,https://fbref.com/en/players/ef5b337e/Fabio-Borini
2014,Werder Bremen,Bundesliga,Nils Petersen,GER,FW,24,1988,28,19,1618,18,7,2,7,0,0,2,0,0.39,0.11,0.5,0.39,0.5,https://fbref.com/en/players/f93e6e94/Nils-Petersen
2014,Wolfsburg,Bundesliga,Maximilian Arnold,GER,MF,19,1994,28,27,2239,24.9,7,2,7,0,0,3,1,0.28,0.08,0.36,0.28,0.36,https://fbref.com/en/players/86e119e0/Maximilian-Arnold
2015,Fiorentina,Serie A,Khouma Babacar,SEN,FW,21,1993,20,14,1146,12.7,7,2,7,0,1,2,0,0.55,0.16,0.71,0.55,0.71,https://fbref.com/en/players/422ec08a/Khouma-Babacar
2015,Lyon,Ligue 1,Corentin Tolisso,FRA,"DF,MF",19,1994,38,37,3316,36.8,7,2,7,0,0,1,0,0.19,0.05,0.24,0.19,0.24,https://fbref.com/en/players/652d4c37/Corentin-Tolisso
2015,Sampdoria,Serie A,Manolo Gabbiadini,ITA,FW,22,1991,13,11,975,10.8,7,2,7,0,0,4,0,0.65,0.18,0.83,0.65,0.83,https://fbref.com/en/players/8f866fe8/Manolo-Gabbiadini
2015,Stuttgart,Bundesliga,Daniel Ginczek,GER,FW,23,1991,18,14,1252,13.9,7,2,7,0,0,3,0,0.5,0.14,0.65,0.5,0.65,https://fbref.com/en/players/e5f63987/Daniel-Ginczek
2015,Wolfsburg,Bundesliga,Naldo,BRA,DF,31,1982,32,32,2878,32,7,2,7,0,0,5,0,0.22,0.06,0.28,0.22,0.28,https://fbref.com/en/players/03bd0bf4/Naldo
2016,Barcelona,La Liga,Ivan Rakitić,CRO,MF,27,1988,36,30,2569,28.5,7,2,7,0,0,3,0,0.25,0.07,0.32,0.25,0.32,https://fbref.com/en/players/89f951b5/Ivan-Rakitic
2016,Mainz 05,Bundesliga,Yoshinori Mutō,JPN,FW,23,1992,20,18,1487,16.5,7,2,7,0,0,2,0,0.42,0.12,0.54,0.42,0.54,https://fbref.com/en/players/5343eb4e/Yoshinori-Muto
2016,Real Sociedad,La Liga,Jonathas,BRA,FW,26,1989,27,17,1607,17.9,7,2,7,0,0,7,1,0.39,0.11,0.5,0.39,0.5,https://fbref.com/en/players/531807b3/Jonathas
2016,Sevilla,La Liga,Vicente Iborra,ESP,MF,27,1988,29,21,1736,19.3,7,2,7,0,0,10,1,0.36,0.1,0.47,0.36,0.47,https://fbref.com/en/players/ad1ffcfd/Vicente-Iborra
2017,Cagliari,Serie A,Diego Farias,BRA,"MF,FW",26,1990,20,12,1166,13,7,2,5,2,2,4,0,0.54,0.15,0.69,0.39,0.54,https://fbref.com/en/players/157d29b6/Diego-Farias
2017,Hull City,Premier League,Robert Snodgrass,SCO,"FW,MF",28,1987,20,19,1710,19,7,2,5,2,2,2,0,0.37,0.11,0.47,0.26,0.37,https://fbref.com/en/players/9f4647e9/Robert-Snodgrass
2017,Real Madrid,La Liga,Gareth Bale,WAL,FW,27,1989,19,17,1418,15.8,7,2,7,0,0,3,1,0.44,0.13,0.57,0.44,0.57,https://fbref.com/en/players/a58bb1e1/Gareth-Bale
2017,Sevilla,La Liga,Vicente Iborra,ESP,MF,28,1988,31,12,1481,16.5,7,2,6,1,1,9,0,0.43,0.12,0.55,0.36,0.49,https://fbref.com/en/players/ad1ffcfd/Vicente-Iborra
2017,Stoke City,Premier League,Peter Crouch,ENG,FW,35,1981,27,13,1343,14.9,7,2,7,0,0,3,0,0.47,0.13,0.6,0.47,0.6,https://fbref.com/en/players/73d9bdc7/Peter-Crouch
2017,Toulouse,Ligue 1,Ola Toivonen,SWE,"MF,FW",30,1986,35,19,1805,20.1,7,2,7,0,0,9,0,0.35,0.1,0.45,0.35,0.45,https://fbref.com/en/players/de4fe7a2/Ola-Toivonen
2018,Atlético Madrid,La Liga,Kévin Gameiro,FRA,FW,30,1987,25,11,1125,12.5,7,2,5,2,2,0,0,0.56,0.16,0.72,0.4,0.56,https://fbref.com/en/players/42276181/Kevin-Gameiro
2018,Chelsea,Premier League,Marcos Alonso,ESP,DF,26,1990,33,33,2855,31.7,7,2,7,0,0,6,0,0.22,0.06,0.28,0.22,0.28,https://fbref.com/en/players/f4290206/Marcos-Alonso
2018,Crotone,Serie A,Marcello Trotta,ITA,FW,24,1992,34,27,2258,25.1,7,2,5,2,3,2,0,0.28,0.08,0.36,0.2,0.28,https://fbref.com/en/players/acdad0aa/Marcello-Trotta
2018,Roma,Serie A,Cengiz Ünder,TUR,FW,20,1997,26,15,1249,13.9,7,2,7,0,0,0,0,0.5,0.14,0.65,0.5,0.65,https://fbref.com/en/players/1880614f/Cengiz-Under
2018,Schalke 04,Bundesliga,Naldo,BRA,DF,34,1982,34,34,3060,34,7,2,7,0,0,5,0,0.21,0.06,0.26,0.21,0.26,https://fbref.com/en/players/03bd0bf4/Naldo
2018,Swansea City,Premier League,Jordan Ayew,GHA,"FW,MF",25,1991,36,33,2852,31.7,7,2,6,1,1,2,1,0.22,0.06,0.28,0.19,0.25,https://fbref.com/en/players/da052c14/Jordan-Ayew
2019,Amiens,Ligue 1,Moussa Konaté,SEN,FW,25,1993,27,21,1876,20.8,7,2,5,2,3,2,0,0.34,0.1,0.43,0.24,0.34,https://fbref.com/en/players/fcbcbd94/Moussa-Konate
2019,Betis,La Liga,Sergio Canales,ESP,"MF,FW",27,1991,32,30,2655,29.5,7,2,5,2,2,5,0,0.24,0.07,0.31,0.17,0.24,https://fbref.com/en/players/a6de370d/Sergio-Canales
2019,Cagliari,Serie A,João Pedro,ITA,"FW,MF",26,1992,34,30,2555,28.4,7,2,5,2,2,5,1,0.25,0.07,0.32,0.18,0.25,https://fbref.com/en/players/81255c03/Joao-Pedro
2019,Lille,Ligue 1,Loïc Rémy,FRA,FW,31,1987,26,14,1204,13.4,7,2,6,1,2,3,0,0.52,0.15,0.67,0.45,0.6,https://fbref.com/en/players/5c2da10f/Loic-Remy
2019,Lyon,Ligue 1,Bertrand Traoré,BFA,FW,22,1995,34,24,2117,23.5,7,2,7,0,0,5,0,0.3,0.09,0.38,0.3,0.38,https://fbref.com/en/players/c47541e0/Bertrand-Traore
2019,Nîmes,Ligue 1,Antonin Bobichon,FRA,MF,22,1995,30,24,2153,23.9,7,2,7,0,1,2,0,0.29,0.08,0.38,0.29,0.38,https://fbref.com/en/players/7d937aa1/Antonin-Bobichon
2019,Rennes,Ligue 1,Hatem Ben Arfa,FRA,"MF,FW",31,1987,26,23,2033,22.6,7,2,5,2,3,1,0,0.31,0.09,0.4,0.22,0.31,https://fbref.com/en/players/74dc806c/Hatem-Ben-Arfa
2019,Sassuolo,Serie A,Khouma Babacar,SEN,FW,25,1993,29,16,1488,16.5,7,2,5,2,2,0,0,0.42,0.12,0.54,0.3,0.42,https://fbref.com/en/players/422ec08a/Khouma-Babacar
2019,Stuttgart,Bundesliga,Mario Gómez,GER,FW,33,1985,31,25,2211,24.6,7,2,7,0,0,4,1,0.28,0.08,0.37,0.28,0.37,https://fbref.com/en/players/71a20ce8/Mario-Gomez
2019,Watford,Premier League,Andre Gray,JAM,FW,27,1991,29,13,1366,15.2,7,2,7,0,0,2,0,0.46,0.13,0.59,0.46,0.59,https://fbref.com/en/players/c24dba2a/Andre-Gray
2020,Brescia,Serie A,Alfredo Donnarumma,ITA,FW,28,1990,31,20,1684,18.7,7,2,5,2,2,1,0,0.37,0.11,0.48,0.27,0.37,https://fbref.com/en/players/5592007b/Alfredo-Donnarumma
2020,Hertha BSC,Bundesliga,Vedad Ibišević,BIH,FW,34,1984,25,15,1257,14,7,2,6,1,1,4,0,0.5,0.14,0.64,0.43,0.57,https://fbref.com/en/players/c3fd9887/Vedad-Ibisevic
2020,Hoffenheim,Bundesliga,Christoph Baumgartner,AUT,"MF,FW",19,1999,26,17,1493,16.6,7,2,7,0,0,3,0,0.42,0.12,0.54,0.42,0.54,https://fbref.com/en/players/437f2b00/Christoph-Baumgartner
2020,Levante,La Liga,Enis Bardhi,MKD,MF,24,1995,30,23,2114,23.5,7,2,7,0,0,5,0,0.3,0.09,0.38,0.3,0.38,https://fbref.com/en/players/cac2537b/Enis-Bardhi
2020,Sampdoria,Serie A,Gastón Ramírez,URU,"MF,FW",28,1990,26,19,1392,15.5,7,2,4,3,3,5,0,0.45,0.13,0.58,0.26,0.39,https://fbref.com/en/players/2c851997/Gaston-Ramirez
2021,Elche,La Liga,Lucas Boyé,ARG,FW,24,1996,34,32,2694,29.9,7,2,7,0,0,9,1,0.23,0.07,0.3,0.23,0.3,https://fbref.com/en/players/d49f3e6b/Lucas-Boye
2021,Leeds United,Premier League,Rodrigo,ESP,"MF,FW",29,1991,26,14,1288,14.3,7,2,7,0,0,3,0,0.49,0.14,0.63,0.49,0.63,https://fbref.com/en/players/1fb1c435/Rodrigo
2021,Manchester City,Premier League,Ferrán Torres,ESP,"FW,MF",20,2000,24,15,1306,14.5,7,2,7,0,0,1,0,0.48,0.14,0.62,0.48,0.62,https://fbref.com/en/players/9e1035f8/Ferran-Torres
2021,Manchester Utd,Premier League,Mason Greenwood,ENG,FW,18,2001,31,21,1822,20.2,7,2,7,0,0,2,0,0.35,0.1,0.44,0.35,0.44,https://fbref.com/en/players/58eee997/Mason-Greenwood
2021,Nantes,Ligue 1,Imran Louza,MAR,MF,21,1999,33,28,2379,26.4,7,2,2,5,5,4,1,0.26,0.08,0.34,0.08,0.15,https://fbref.com/en/players/e1df6989/Imran-Louza
2021,Parma,Serie A,Juraj Kucka,SVK,"MF,FW",33,1987,28,28,2334,25.9,7,2,3,4,4,8,0,0.27,0.08,0.35,0.12,0.19,https://fbref.com/en/players/5aaef9ef/Juraj-Kucka
2010,Almería,La Liga,Pablo Piatti,ARG,"FW,MF",20,1989,35,28,2488,27.6,6,2,6,0,0,7,1,0.22,0.07,0.29,0.22,0.29,https://fbref.com/en/players/48e89655/Pablo-Piatti
2010,Barcelona,La Liga,Seydou Keita,MLI,MF,29,1980,29,23,2096,23.3,6,2,6,0,0,6,0,0.26,0.09,0.34,0.26,0.34,https://fbref.com/en/players/500c4e9b/Seydou-Keita
2010,Bochum,Bundesliga,Stanislav Šesták,SVK,"FW,MF",26,1982,29,28,2399,26.7,6,2,6,0,0,4,0,0.23,0.08,0.3,0.23,0.3,https://fbref.com/en/players/a75347dd/Stanislav-Sestak
2010,Burnley,Premier League,David Nugent,ENG,FW,24,1985,30,20,1875,20.8,6,2,6,0,0,0,0,0.29,0.1,0.38,0.29,0.38,https://fbref.com/en/players/f9b5e5bd/David-Nugent
2010,Cagliari,Serie A,Andrea Lazzari,ITA,MF,24,1984,33,25,2285,25.4,6,2,6,0,0,4,0,0.24,0.08,0.32,0.24,0.32,https://fbref.com/en/players/2d6caaa7/Andrea-Lazzari
2010,Fiorentina,Serie A,Marco Marchionni,ITA,MF,29,1980,28,23,1972,21.9,6,2,6,0,0,3,0,0.27,0.09,0.37,0.27,0.37,https://fbref.com/en/players/ebe475fc/Marco-Marchionni
2010,Grenoble,Ligue 1,Nassim Akrour,ALG,FW,35,1974,38,26,2596,28.8,6,2,6,0,0,0,0,0.21,0.07,0.28,0.21,0.28,https://fbref.com/en/players/60c2472e/Nassim-Akrour
2010,Juventus,Serie A,Vincenzo Iaquinta,ITA,FW,29,1979,15,12,1090,12.1,6,2,6,0,0,2,0,0.5,0.17,0.66,0.5,0.66,https://fbref.com/en/players/69960e0c/Vincenzo-Iaquinta
2010,Mainz 05,Bundesliga,Tim Hoogland,GER,"DF,MF",24,1985,21,19,1570,17.4,6,2,6,0,0,2,0,0.34,0.11,0.46,0.34,0.46,https://fbref.com/en/players/84590c27/Tim-Hoogland
2010,Mallorca,La Liga,Pierre Webó,CMR,FW,27,1982,30,12,1175,13.1,6,2,5,1,1,4,0,0.46,0.15,0.61,0.38,0.54,https://fbref.com/en/players/3d6f05ea/Pierre-Webo
2010,Paris S-G,Ligue 1,Péguy Luyindula,FRA,"FW,MF",30,1979,28,23,2133,23.7,6,2,5,1,1,1,0,0.25,0.08,0.34,0.21,0.3,https://fbref.com/en/players/cedc0a16/Peguy-Luyindula
2010,Tottenham,Premier League,Robbie Keane,IRL,FW,29,1980,20,15,1151,12.8,6,2,5,1,1,1,0,0.47,0.16,0.63,0.39,0.55,https://fbref.com/en/players/f45e1bb2/Robbie-Keane
2010,Zaragoza,La Liga,Javier Arizmendi,ESP,"FW,MF",25,1984,32,26,2144,23.8,6,2,6,0,0,5,0,0.25,0.08,0.34,0.25,0.34,https://fbref.com/en/players/14a6c075/Javier-Arizmendi
2011,Atlético Madrid,La Liga,Diego Costa,ESP,FW,21,1988,28,13,1362,15.1,6,2,6,0,0,5,0,0.4,0.13,0.53,0.4,0.53,https://fbref.com/en/players/a190d597/Diego-Costa
2011,Barcelona,La Liga,Bojan Krkić,ESP,"FW,MF",19,1990,27,9,949,10.5,6,2,5,1,1,2,0,0.57,0.19,0.76,0.47,0.66,https://fbref.com/en/players/9fa0a0b8/Bojan-Krkic
2011,Stoke City,Premier League,Robert Huth,GER,DF,25,1984,35,35,3110,34.6,6,2,6,0,0,7,0,0.17,0.06,0.23,0.17,0.23,https://fbref.com/en/players/0bd1ea64/Robert-Huth
2011,Stoke City,Premier League,Jonathan Walters,IRL,"FW,MF",26,1983,36,27,2341,26,6,2,5,1,1,4,0,0.23,0.08,0.31,0.19,0.27,https://fbref.com/en/players/0356cf4f/Jonathan-Walters
2011,Werder Bremen,Bundesliga,Torsten Frings,GER,MF,33,1976,32,32,2807,31.2,6,2,3,3,6,7,0,0.19,0.06,0.26,0.1,0.16,https://fbref.com/en/players/e6c8ded2/Torsten-Frings
2012,Arsenal,Premier League,Mikel Arteta,ESP,MF,29,1982,29,29,2470,27.4,6,2,6,0,0,4,0,0.22,0.07,0.29,0.22,0.29,https://fbref.com/en/players/d934d1e6/Mikel-Arteta
2012,Betis,La Liga,Jorge Molina,ESP,FW,29,1982,26,14,1271,14.1,6,2,6,0,0,2,1,0.42,0.14,0.57,0.42,0.57,https://fbref.com/en/players/43f71e77/Jorge-Molina
2012,Bolton,Premier League,Kevin Davies,ENG,FW,34,1977,31,21,1865,20.7,6,2,6,0,1,3,0,0.29,0.1,0.39,0.29,0.39,https://fbref.com/en/players/2f726a89/Kevin-Davies
2012,Caen,Ligue 1,Pierre-Alain Frau,FRA,"FW,MF",31,1980,32,26,2128,23.6,6,2,4,2,2,4,1,0.25,0.08,0.34,0.17,0.25,https://fbref.com/en/players/76618c1e/Pierre-Alain-Frau
2012,Genoa,Serie A,Boško Janković,SRB,MF,27,1984,30,18,1719,19.1,6,2,6,0,0,6,1,0.31,0.1,0.42,0.31,0.42,https://fbref.com/en/players/7b17d906/Bosko-Jankovic
2012,Hamburger SV,Bundesliga,Paolo Guerrero,PER,FW,27,1984,23,20,1730,19.2,6,2,6,0,0,2,1,0.31,0.1,0.42,0.31,0.42,https://fbref.com/en/players/ae6657a1/Paolo-Guerrero
2012,Manchester City,Premier League,Adam Johnson,ENG,MF,24,1987,26,10,1147,12.7,6,2,6,0,0,1,0,0.47,0.16,0.63,0.47,0.63,https://fbref.com/en/players/1ba61951/Adam-Johnson
2012,Nancy,Ligue 1,Daniel Niculae,ROU,FW,28,1982,31,28,2525,28.1,6,2,6,0,0,2,0,0.21,0.07,0.29,0.21,0.29,https://fbref.com/en/players/54fd8051/Daniel-Niculae
2012,Osasuna,La Liga,Nino,ESP,"FW,MF",31,1980,36,32,2793,31,6,2,6,0,0,2,0,0.19,0.06,0.26,0.19,0.26,https://fbref.com/en/players/03dc5b1f/Nino
2012,Palermo,Serie A,Igor Budan,CRO,FW,31,1980,22,14,1155,12.8,6,2,6,0,0,2,0,0.47,0.16,0.62,0.47,0.62,https://fbref.com/en/players/61d0e7a8/Igor-Budan
2013,Bologna,Serie A,Manolo Gabbiadini,ITA,FW,20,1991,30,19,1726,19.2,6,2,5,1,1,7,0,0.31,0.1,0.42,0.26,0.37,https://fbref.com/en/players/8f866fe8/Manolo-Gabbiadini
2013,Fiorentina,Serie A,Gonzalo Rodríguez,ARG,DF,28,1984,35,35,3122,34.7,6,2,4,2,2,10,1,0.17,0.06,0.23,0.12,0.17,https://fbref.com/en/players/46e6fea3/Gonzalo-Rodriguez
2013,Granada,La Liga,Guilherme Siqueira,BRA,"DF,MF",26,1986,35,35,2986,33.2,6,2,0,6,7,8,1,0.18,0.06,0.24,0,0.06,https://fbref.com/en/players/3770a135/Guilherme-Siqueira
2013,Juventus,Serie A,Claudio Marchisio,ITA,MF,26,1986,29,28,2470,27.4,6,2,6,0,0,4,0,0.22,0.07,0.29,0.22,0.29,https://fbref.com/en/players/e304acd5/Claudio-Marchisio
2013,M'Gladbach,Bundesliga,Luuk de Jong,NED,FW,21,1990,23,17,1407,15.6,6,2,6,0,0,3,0,0.38,0.13,0.51,0.38,0.51,https://fbref.com/en/players/abb3bb95/Luuk-de-Jong
2013,Napoli,Serie A,Gökhan Inler,SUI,MF,28,1984,31,25,2177,24.2,6,2,6,0,0,7,0,0.25,0.08,0.33,0.25,0.33,https://fbref.com/en/players/3200c583/Gokhan-Inler
2013,Newcastle Utd,Premier League,Yohan Cabaye,FRA,MF,26,1986,26,25,2114,23.5,6,2,5,1,1,8,0,0.26,0.09,0.34,0.21,0.3,https://fbref.com/en/players/ad7b19ef/Yohan-Cabaye
2013,Parma,Serie A,Nicola Sansone,ITA,"FW,MF",20,1991,26,17,1566,17.4,6,2,6,0,0,3,0,0.34,0.11,0.46,0.34,0.46,https://fbref.com/en/players/7eb97a8e/Nicola-Sansone
2013,Sunderland,Premier League,Craig Gardner,ENG,MF,25,1986,33,32,2829,31.4,6,2,2,4,4,10,1,0.19,0.06,0.25,0.06,0.13,https://fbref.com/en/players/1117b9ff/Craig-Gardner
2014,Bastia,Ligue 1,Wahbi Khazri,TUN,"FW,MF",22,1991,32,25,2259,25.1,6,2,5,1,1,6,0,0.24,0.08,0.32,0.2,0.28,https://fbref.com/en/players/2677a1de/Wahbi-Khazri
2014,Bayern Munich,Bundesliga,Xherdan Shaqiri,SUI,"FW,MF",21,1991,17,10,782,8.7,6,2,6,0,0,0,0,0.69,0.23,0.92,0.69,0.92,https://fbref.com/en/players/6421ec64/Xherdan-Shaqiri
2014,Cardiff City,Premier League,Fraizer Campbell,ENG,FW,25,1987,37,32,2762,30.7,6,2,6,0,0,4,0,0.2,0.07,0.26,0.2,0.26,https://fbref.com/en/players/81d63375/Fraizer-Campbell
2014,Everton,Premier League,Séamus Coleman,IRL,"DF,MF",24,1988,36,36,3228,35.9,6,2,6,0,0,3,0,0.17,0.06,0.22,0.17,0.22,https://fbref.com/en/players/0420d84f/Seamus-Coleman
2014,Málaga,La Liga,Roque Santa Cruz,PAR,FW,31,1981,31,24,2134,23.7,6,2,6,0,0,1,0,0.25,0.08,0.34,0.25,0.34,https://fbref.com/en/players/7f2107eb/Roque-Santa-Cruz
2014,Norwich City,Premier League,Gary Hooper,ENG,FW,25,1988,32,22,2019,22.4,6,2,5,1,1,0,0,0.27,0.09,0.36,0.22,0.31,https://fbref.com/en/players/b73ce4ba/Gary-Hooper
2014,Norwich City,Premier League,Robert Snodgrass,SCO,"FW,MF",25,1987,30,29,2569,28.5,6,2,6,0,1,6,0,0.21,0.07,0.28,0.21,0.28,https://fbref.com/en/players/9f4647e9/Robert-Snodgrass
2014,Schalke 04,Bundesliga,Kevin-Prince Boateng,GHA,"FW,MF",26,1987,28,28,2443,27.1,6,2,5,1,2,6,0,0.22,0.07,0.29,0.18,0.26,https://fbref.com/en/players/f4ec4fd0/Kevin-Prince-Boateng
2014,Swansea City,Premier League,Nathan Dyer,ENG,"FW,MF",25,1987,27,19,1748,19.4,6,2,6,0,0,1,0,0.31,0.1,0.41,0.31,0.41,https://fbref.com/en/players/6dfd5af0/Nathan-Dyer
2014,Tottenham,Premier League,Paulinho,BRA,MF,25,1988,30,28,2375,26.4,6,2,6,0,0,4,1,0.23,0.08,0.3,0.23,0.3,https://fbref.com/en/players/bb7337cc/Paulinho
2014,Valencia,La Liga,Paco Alcácer,ESP,FW,19,1993,23,17,1531,17,6,2,6,0,0,5,0,0.35,0.12,0.47,0.35,0.47,https://fbref.com/en/players/a7a9d95a/Paco-Alcacer
2014,Villarreal,La Liga,Bruno Soriano,ESP,MF,29,1984,36,35,2976,33.1,6,2,3,3,3,6,1,0.18,0.06,0.24,0.09,0.15,https://fbref.com/en/players/09332647/Bruno-Soriano
2015,Atalanta,Serie A,Mauricio Pinilla,CHI,FW,30,1984,14,12,1029,11.4,6,2,5,1,1,6,1,0.52,0.17,0.7,0.44,0.61,https://fbref.com/en/players/33bd231e/Mauricio-Pinilla
2015,Bastia,Ligue 1,Floyd Ayité,TOG,"FW,MF",25,1988,30,26,2330,25.9,6,2,6,0,0,3,0,0.23,0.08,0.31,0.23,0.31,https://fbref.com/en/players/fd5888a0/Floyd-Ayite
2015,QPR,Premier League,Leroy Fer,NED,MF,24,1990,29,27,2360,26.2,6,2,6,0,0,4,0,0.23,0.08,0.31,0.23,0.31,https://fbref.com/en/players/3cefa66a/Leroy-Fer
2015,Reims,Ligue 1,Aïssa Mandi,ALG,DF,22,1991,32,32,2805,31.2,6,2,6,0,0,3,0,0.19,0.06,0.26,0.19,0.26,https://fbref.com/en/players/fbd6378b/Aissa-Mandi
2015,Toulouse,Ligue 1,Martin Braithwaite,DEN,"FW,MF",23,1991,34,22,2122,23.6,6,2,6,0,0,0,0,0.25,0.08,0.34,0.25,0.34,https://fbref.com/en/players/fd771f95/Martin-Braithwaite
2016,Augsburg,Bundesliga,Paul Verhaegh,NED,DF,31,1983,25,25,2199,24.4,6,2,0,6,6,8,0,0.25,0.08,0.33,0,0.08,https://fbref.com/en/players/97655ccd/Paul-Verhaegh
2016,Bournemouth,Premier League,Joshua King,NOR,"FW,MF",23,1992,31,24,1913,21.3,6,2,6,0,0,1,0,0.28,0.09,0.38,0.28,0.38,https://fbref.com/en/players/43458538/Joshua-King
2016,Guingamp,Ligue 1,Younousse Sankharé,SEN,MF,25,1989,33,33,2919,32.4,6,2,6,0,0,9,2,0.18,0.06,0.25,0.18,0.25,https://fbref.com/en/players/c650629d/Younousse-Sankhare
2016,Inter,Serie A,Stevan Jovetić,MNE,"FW,MF",25,1989,26,18,1516,16.8,6,2,5,1,1,4,0,0.36,0.12,0.47,0.3,0.42,https://fbref.com/en/players/f36c432f/Stevan-Jovetic
2016,Manchester City,Premier League,Raheem Sterling,ENG,MF,20,1994,31,23,1920,21.3,6,2,6,0,0,1,0,0.28,0.09,0.37,0.28,0.37,https://fbref.com/en/players/b400bde0/Raheem-Sterling
2016,Newcastle Utd,Premier League,Ayoze Pérez,ESP,"MF,FW",22,1993,34,22,2048,22.8,6,2,6,0,0,4,0,0.26,0.09,0.35,0.26,0.35,https://fbref.com/en/players/819aa8e7/Ayoze-Perez
2016,Schalke 04,Bundesliga,Eric Maxim Choupo-Moting,CMR,"MF,FW",26,1989,28,21,1864,20.7,6,2,6,0,0,1,0,0.29,0.1,0.39,0.29,0.39,https://fbref.com/en/players/0e6bc38c/Eric-Maxim-Choupo-Moting
2016,West Ham,Premier League,Manuel Lanzini,ARG,MF,22,1993,26,23,1910,21.2,6,2,6,0,0,3,0,0.28,0.09,0.38,0.28,0.38,https://fbref.com/en/players/26f6dca8/Manuel-Lanzini
2017,Augsburg,Bundesliga,Halil Altıntop,TUR,MF,33,1982,31,17,1605,17.8,6,2,6,0,0,1,0,0.34,0.11,0.45,0.34,0.45,https://fbref.com/en/players/efcdb132/Halil-Altintop
